"Invoice Date","Capacity Rating","Energy Rating","Invoice Quantity","Sales Zone","Sales Location","Sales Channel","Sales Margin"
"4/13/2023","1","3","76","South","MDI","General Trade","20%"
"4/13/2023","1","3","75","South","KCI","General Trade","20%"
"4/13/2023","1","3","75","South","KCI","General Trade","20%"
"4/13/2023","1","3","120","North","GRN","General Trade","20%"
"4/13/2023","1","3","30","North","GRN","General Trade","20%"
"4/13/2023","1","3","75","South","KCI","General Trade","20%"
"4/13/2023","1","3","120","North","DLI","General Trade","20%"
"4/13/2023","1","3","30","North","DLI","General Trade","20%"
"4/14/2023","1","3","25","North","JPR","General Trade","20%"
"4/14/2023","1","3","40","South","MDI","General Trade","20%"
"4/14/2023","1","3","20","South","MDI","General Trade","20%"
"4/14/2023","1","3","75","South","KCI","General Trade","20%"
"4/14/2023","1","3","75","South","KCI","General Trade","20%"
"4/21/2023","1","3","90","South","KCI","General Trade","20%"
"4/21/2023","1","3","86","South","KCI","General Trade","20%"
"4/23/2023","1","3","68","South","HBI","General Trade","20%"
"4/23/2023","1","3","68","South","HBI","General Trade","20%"
"4/23/2023","1","3","67","South","HBI","General Trade","20%"
"4/23/2023","1","3","75","South","KCI","General Trade","20%"
"4/23/2023","1","3","67","South","HBI","General Trade","20%"
"4/23/2023","1","3","120","South","KCI","General Trade","20%"
"4/23/2023","1","3","10","South","KCI","General Trade","20%"
"4/23/2023","1","3","75","South","KCI","General Trade","20%"
"4/24/2023","1","3","120","South","KCI","General Trade","20%"
"4/24/2023","1","3","30","South","KCI","General Trade","20%"
"4/24/2023","1","3","130","South","KCI","General Trade","20%"
"4/24/2023","1","3","20","South","KCI","General Trade","20%"
"4/24/2023","1","3","130","South","KCI","General Trade","20%"
"4/24/2023","1","3","20","South","KCI","General Trade","20%"
"4/24/2023","1","3","130","South","KCI","General Trade","20%"
"4/24/2023","1","3","20","South","KCI","General Trade","20%"
"4/24/2023","1","3","70","South","KCI","General Trade","20%"
"4/24/2023","1","3","70","South","KCI","General Trade","20%"
"4/24/2023","1","3","70","South","KCI","General Trade","20%"
"4/24/2023","1","3","70","South","KCI","General Trade","20%"
"4/24/2023","1","3","130","South","HBI","General Trade","20%"
"4/24/2023","1","3","20","South","HBI","General Trade","20%"
"4/24/2023","1","3","75","South","KCI","General Trade","20%"
"4/24/2023","1","3","65","South","KCI","General Trade","20%"
"4/25/2023","1","3","130","South","HBI","General Trade","20%"
"4/25/2023","1","3","20","South","HBI","General Trade","20%"
"4/25/2023","1","3","75","South","HBI","General Trade","20%"
"4/25/2023","1","3","75","South","HBI","General Trade","20%"
"4/25/2023","1","3","65","South","HBI","General Trade","20%"
"4/25/2023","1","3","65","South","HBI","General Trade","20%"
"4/25/2023","1","3","100","South","KCI","General Trade","20%"
"4/25/2023","1","3","75","South","KCI","General Trade","20%"
"4/25/2023","1","3","130","South","HBI","General Trade","20%"
"4/25/2023","1","3","20","South","HBI","General Trade","20%"
"4/25/2023","1","3","75","South","KCI","General Trade","20%"
"4/25/2023","1","3","75","South","KCI","General Trade","20%"
"4/26/2023","1","3","70","South","KCI","General Trade","20%"
"4/26/2023","1","3","66","South","KCI","General Trade","20%"
"4/26/2023","1","3","60","South","KCI","General Trade","20%"
"4/26/2023","1","3","60","South","KCI","General Trade","20%"
"4/27/2023","1","3","60","West","PNE","General Trade","20%"
"4/28/2023","1","3","45","North","DLI","General Trade","20%"
"4/28/2023","1","3","10","North","GZB","General Trade","20%"
"4/30/2023","1","3","120","South","HBI","General Trade","20%"
"4/30/2023","1","3","120","South","HBI","General Trade","20%"
"4/30/2023","1","3","20","South","HBI","General Trade","20%"
"4/30/2023","1","3","120","South","KCI","Modern Trade","20%"
"4/30/2023","1","3","30","South","KCI","Modern Trade","20%"
"4/30/2023","1","3","75","South","KCI","General Trade","20%"
"4/30/2023","1","3","75","South","KCI","General Trade","20%"
"4/30/2023","1","3","75","South","KCI","General Trade","20%"
"4/30/2023","1","3","75","South","KCI","General Trade","20%"
"4/30/2023","1","3","75","South","KCI","General Trade","20%"
"4/30/2023","1","3","75","South","KCI","General Trade","20%"
"4/30/2023","1","3","15","South","KCI","General Trade","20%"
"4/30/2023","1","3","30","West","PNE","General Trade","20%"
"4/30/2023","1","3","85","South","KCI","General Trade","20%"
"4/30/2023","1","3","20","East","DGP","General Trade","20%"
"4/30/2023","1","3","120","North","GZB","General Trade","20%"
"4/30/2023","1","3","30","North","GZB","General Trade","20%"
"4/30/2023","1","3","110","North","DLI","General Trade","20%"
"4/30/2023","1","3","20","West","PNE","General Trade","20%"
"4/30/2023","1","3","120","North","DLI","General Trade","20%"
"4/30/2023","1","3","30","North","DLI","General Trade","20%"
"4/30/2023","1","3","60","North","DLI","General Trade","20%"
"5/13/2023","1","3","7","East","DGP","General Trade","20%"
"5/15/2023","1","3","13","East","DGP","General Trade","20%"
"5/20/2023","1","3","1","East","DGP","General Trade","20%"
"5/30/2023","1","3","20","East","DGP","General Trade","20%"
"5/30/2023","1","3","20","East","DGP","General Trade","20%"
"5/30/2023","1","3","20","East","DGP","General Trade","20%"
"5/30/2023","1","3","20","East","DGP","General Trade","20%"
"5/30/2023","1","3","20","East","DGP","General Trade","20%"
"5/15/2023","1","3","15","West","PNE","General Trade","20%"
"5/16/2023","1","3","4","West","PNE","General Trade","20%"
"5/17/2023","1","3","1","West","PNE","General Trade","20%"
"5/19/2023","1","3","5","West","PNE","General Trade","20%"
"5/19/2023","1","3","3","West","PNE","General Trade","20%"
"5/19/2023","1","3","3","West","PNE","General Trade","20%"
"5/22/2023","1","3","8","West","PNE","General Trade","20%"
"5/22/2023","1","3","2","West","PNE","General Trade","20%"
"5/24/2023","1","3","5","West","PNE","General Trade","20%"
"5/24/2023","1","3","20","West","PNE","General Trade","20%"
"5/24/2023","1","3","20","West","PNE","General Trade","20%"
"5/27/2023","1","3","8","West","PNE","General Trade","20%"
"5/28/2023","1","3","2","West","PNE","General Trade","20%"
"5/30/2023","1","3","20","West","PNE","General Trade","20%"
"5/30/2023","1","3","5","West","PNE","General Trade","20%"
"5/18/2023","1","3","20","West","PNE","General Trade","20%"
"5/18/2023","1","3","20","West","PNE","General Trade","20%"
"5/18/2023","1","3","20","West","PNE","General Trade","20%"
"5/19/2023","1","3","2","West","PNE","General Trade","20%"
"5/22/2023","1","3","5","West","PNE","General Trade","20%"
"5/24/2023","1","3","20","West","PNE","General Trade","20%"
"5/25/2023","1","3","3","West","PNE","General Trade","20%"
"5/25/2023","1","3","5","West","PNE","General Trade","20%"
"5/30/2023","1","3","5","West","PNE","General Trade","20%"
"5/30/2023","1","3","3","North","JMU","General Trade","20%"
"5/25/2023","1","3","15","North","JMU","General Trade","20%"
"5/25/2023","1","3","5","North","JMU","General Trade","20%"
"5/26/2023","1","3","15","North","JMU","General Trade","20%"
"5/26/2023","1","3","25","North","JMU","General Trade","20%"
"5/30/2023","1","3","5","North","JMU","General Trade","20%"
"5/30/2023","1","3","2","North","JMU","General Trade","20%"
"5/26/2023","1","3","10","North","GRN","General Trade","20%"
"5/28/2023","1","3","15","North","GRN","General Trade","20%"
"5/28/2023","1","3","5","North","GRN","General Trade","20%"
"5/28/2023","1","3","5","North","GRN","General Trade","20%"
"5/30/2023","1","3","15","North","GRN","General Trade","20%"
"5/30/2023","1","3","20","North","GRN","General Trade","20%"
"5/30/2023","1","3","5","North","GRN","General Trade","20%"
"5/30/2023","1","3","10","North","GRN","General Trade","20%"
"5/11/2023","1","3","3","North","LKW","Modern Trade","20%"
"5/11/2023","1","3","2","North","LKW","General Trade","20%"
"5/30/2023","1","3","5","North","LKW","General Trade","20%"
"5/9/2023","1","3","30","South","HBI","General Trade","20%"
"5/9/2023","1","3","15","South","HBI","General Trade","20%"
"5/11/2023","1","3","10","South","HBI","General Trade","20%"
"5/12/2023","1","3","30","South","HBI","Modern Trade","20%"
"5/13/2023","1","3","14","South","HBI","General Trade","20%"
"5/13/2023","1","3","30","South","HBI","General Trade","20%"
"5/13/2023","1","3","15","South","HBI","General Trade","20%"
"5/15/2023","1","3","10","South","HBI","General Trade","20%"
"5/16/2023","1","3","5","South","HBI","General Trade","20%"
"5/16/2023","1","3","5","South","HBI","General Trade","20%"
"5/17/2023","1","3","10","South","HBI","General Trade","20%"
"5/17/2023","1","3","3","South","HBI","General Trade","20%"
"5/19/2023","1","3","5","South","HBI","General Trade","20%"
"5/20/2023","1","3","25","South","HBI","General Trade","20%"
"5/22/2023","1","3","20","South","HBI","General Trade","20%"
"5/24/2023","1","3","5","South","HBI","General Trade","20%"
"5/25/2023","1","3","25","South","HBI","General Trade","20%"
"5/25/2023","1","3","20","South","HBI","General Trade","20%"
"5/26/2023","1","3","10","South","HBI","General Trade","20%"
"5/26/2023","1","3","10","South","HBI","General Trade","20%"
"5/26/2023","1","3","10","South","HBI","General Trade","20%"
"5/26/2023","1","3","5","South","HBI","General Trade","20%"
"5/26/2023","1","3","1","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","4","South","HBI","General Trade","20%"
"5/27/2023","1","3","4","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","1","South","HBI","General Trade","20%"
"5/27/2023","1","3","3","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","1","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","1","South","HBI","General Trade","20%"
"5/27/2023","1","3","1","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","2","South","HBI","General Trade","20%"
"5/27/2023","1","3","5","South","HBI","General Trade","20%"
"5/27/2023","1","3","10","South","HBI","General Trade","20%"
"5/28/2023","1","3","5","South","HBI","General Trade","20%"
"5/28/2023","1","3","3","South","HBI","General Trade","20%"
"5/28/2023","1","3","5","South","HBI","General Trade","20%"
"5/28/2023","1","3","5","South","HBI","General Trade","20%"
"5/28/2023","1","3","10","South","HBI","General Trade","20%"
"5/28/2023","1","3","15","South","HBI","General Trade","20%"
"5/29/2023","1","3","10","South","HBI","General Trade","20%"
"5/29/2023","1","3","15","South","HBI","General Trade","20%"
"5/29/2023","1","3","10","South","HBI","General Trade","20%"
"5/29/2023","1","3","10","South","HBI","General Trade","20%"
"5/29/2023","1","3","15","South","HBI","General Trade","20%"
"5/30/2023","1","3","1","South","HBI","General Trade","20%"
"5/30/2023","1","3","25","South","HBI","General Trade","20%"
"5/30/2023","1","3","25","South","HBI","General Trade","20%"
"5/30/2023","1","3","4","South","HBI","General Trade","20%"
"5/30/2023","1","3","3","South","HBI","General Trade","20%"
"5/30/2023","1","3","2","South","HBI","General Trade","20%"
"5/30/2023","1","3","2","South","HBI","General Trade","20%"
"5/30/2023","1","3","4","South","HBI","General Trade","20%"
"5/30/2023","1","3","5","South","HBI","General Trade","20%"
"5/30/2023","1","3","2","South","HBI","General Trade","20%"
"5/10/2023","1","3","10","South","KCI","General Trade","20%"
"5/10/2023","1","3","10","South","KCI","General Trade","20%"
"5/10/2023","1","3","15","South","KCI","General Trade","20%"
"5/10/2023","1","3","20","South","KCI","General Trade","20%"
"5/10/2023","1","3","20","South","KCI","General Trade","20%"
"5/10/2023","1","3","15","South","KCI","General Trade","20%"
"5/10/2023","1","3","15","South","KCI","General Trade","20%"
"5/10/2023","1","3","15","South","KCI","General Trade","20%"
"5/10/2023","1","3","15","South","KCI","General Trade","20%"
"5/11/2023","1","3","35","South","KCI","General Trade","20%"
"5/11/2023","1","3","3","South","KCI","General Trade","20%"
"5/11/2023","1","3","15","South","KCI","General Trade","20%"
"5/11/2023","1","3","5","South","KCI","General Trade","20%"
"5/13/2023","1","3","5","South","KCI","General Trade","20%"
"5/15/2023","1","3","25","South","KCI","General Trade","20%"
"5/16/2023","1","3","5","South","KCI","General Trade","20%"
"5/17/2023","1","3","15","South","KCI","General Trade","20%"
"5/18/2023","1","3","25","South","KCI","General Trade","20%"
"5/18/2023","1","3","50","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","15","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","20","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","15","South","KCI","General Trade","20%"
"5/20/2023","1","3","20","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","8","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","20","South","KCI","General Trade","20%"
"5/20/2023","1","3","12","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/22/2023","1","3","10","South","KCI","General Trade","20%"
"5/22/2023","1","3","15","South","KCI","General Trade","20%"
"5/22/2023","1","3","6","South","KCI","General Trade","20%"
"5/23/2023","1","3","25","South","KCI","General Trade","20%"
"5/23/2023","1","3","10","South","KCI","General Trade","20%"
"5/23/2023","1","3","14","South","KCI","General Trade","20%"
"5/23/2023","1","3","5","South","KCI","General Trade","20%"
"5/24/2023","1","3","3","South","KCI","General Trade","20%"
"5/24/2023","1","3","20","South","KCI","General Trade","20%"
"5/24/2023","1","3","15","South","KCI","General Trade","20%"
"5/25/2023","1","3","15","South","KCI","General Trade","20%"
"5/25/2023","1","3","10","South","KCI","General Trade","20%"
"5/25/2023","1","3","1","South","KCI","General Trade","20%"
"5/25/2023","1","3","1","South","KCI","General Trade","20%"
"5/25/2023","1","3","1","South","KCI","General Trade","20%"
"5/25/2023","1","3","1","South","KCI","General Trade","20%"
"5/25/2023","1","3","1","South","KCI","General Trade","20%"
"5/25/2023","1","3","2","South","KCI","General Trade","20%"
"5/27/2023","1","3","2","South","KCI","General Trade","20%"
"5/27/2023","1","3","5","South","KCI","General Trade","20%"
"5/28/2023","1","3","25","South","KCI","General Trade","20%"
"5/29/2023","1","3","3","South","KCI","General Trade","20%"
"5/29/2023","1","3","15","South","KCI","General Trade","20%"
"5/29/2023","1","3","100","South","KCI","General Trade","20%"
"5/30/2023","1","3","3","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","5","South","KCI","General Trade","20%"
"5/30/2023","1","3","30","South","KCI","General Trade","20%"
"5/30/2023","1","3","30","South","KCI","General Trade","20%"
"5/30/2023","1","3","20","South","KCI","General Trade","20%"
"5/30/2023","1","3","25","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","15","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","20","South","KCI","General Trade","20%"
"5/30/2023","1","3","25","South","KCI","General Trade","20%"
"5/11/2023","1","3","6","South","KCI","General Trade","20%"
"5/11/2023","1","3","10","South","KCI","General Trade","20%"
"5/11/2023","1","3","15","South","KCI","General Trade","20%"
"5/12/2023","1","3","22","South","KCI","General Trade","20%"
"5/16/2023","1","3","10","South","KCI","General Trade","20%"
"5/17/2023","1","3","5","South","KCI","General Trade","20%"
"5/17/2023","1","3","25","South","KCI","General Trade","20%"
"5/18/2023","1","3","25","South","KCI","General Trade","20%"
"5/18/2023","1","3","50","South","KCI","General Trade","20%"
"5/18/2023","1","3","15","South","KCI","General Trade","20%"
"5/19/2023","1","3","3","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/20/2023","1","3","8","South","KCI","General Trade","20%"
"5/20/2023","1","3","10","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/20/2023","1","3","30","South","KCI","General Trade","20%"
"5/20/2023","1","3","5","South","KCI","General Trade","20%"
"5/22/2023","1","3","5","South","KCI","General Trade","20%"
"5/23/2023","1","3","5","South","KCI","General Trade","20%"
"5/23/2023","1","3","5","South","KCI","General Trade","20%"
"5/25/2023","1","3","7","South","KCI","General Trade","20%"
"5/26/2023","1","3","10","South","KCI","General Trade","20%"
"5/26/2023","1","3","20","South","KCI","General Trade","20%"
"5/27/2023","1","3","10","South","KCI","General Trade","20%"
"5/27/2023","1","3","5","South","KCI","General Trade","20%"
"5/27/2023","1","3","5","South","KCI","General Trade","20%"
"5/27/2023","1","3","5","South","KCI","General Trade","20%"
"5/28/2023","1","3","30","South","KCI","General Trade","20%"
"5/28/2023","1","3","20","South","KCI","General Trade","20%"
"5/29/2023","1","3","10","South","KCI","General Trade","20%"
"5/29/2023","1","3","30","South","KCI","General Trade","20%"
"5/29/2023","1","3","30","South","KCI","General Trade","20%"
"5/29/2023","1","3","30","South","KCI","General Trade","20%"
"5/29/2023","1","3","5","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","5","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","5","South","KCI","General Trade","20%"
"5/30/2023","1","3","10","South","KCI","General Trade","20%"
"5/30/2023","1","3","15","South","KCI","General Trade","20%"
"5/30/2023","1","3","15","South","KCI","General Trade","20%"
"5/30/2023","1","3","15","South","KCI","General Trade","20%"
"5/30/2023","1","3","15","South","KCI","General Trade","20%"
"5/30/2023","1","3","8","South","KCI","General Trade","20%"
"5/30/2023","1","3","15","South","KCI","General Trade","20%"
"5/4/2023","1","3","2","South","MDI","General Trade","20%"
"5/8/2023","1","3","2","South","MDI","General Trade","20%"
"5/10/2023","1","3","1","South","MDI","General Trade","20%"
"5/10/2023","1","3","4","South","MDI","General Trade","20%"
"5/19/2023","1","3","2","South","MDI","General Trade","20%"
"5/19/2023","1","3","1","South","MDI","General Trade","20%"
"5/25/2023","1","3","13","South","MDI","General Trade","20%"
"5/26/2023","1","3","20","South","MDI","General Trade","20%"
"5/27/2023","1","3","30","South","MDI","General Trade","20%"
"5/27/2023","1","3","3","South","MDI","General Trade","20%"
"5/27/2023","1","3","3","South","MDI","General Trade","20%"
"5/27/2023","1","3","15","South","MDI","General Trade","20%"
"5/3/2023","1","3","120","South","KCI","General Trade","20%"
"5/3/2023","1","3","30","South","KCI","General Trade","20%"
"5/3/2023","1","3","120","South","KCI","General Trade","20%"
"5/3/2023","1","3","30","South","KCI","General Trade","20%"
"5/3/2023","1","3","100","South","KCI","General Trade","20%"
"5/3/2023","1","3","120","South","KCI","General Trade","20%"
"5/3/2023","1","3","30","South","KCI","General Trade","20%"
"5/3/2023","1","3","100","South","KCI","General Trade","20%"
"5/5/2023","1","3","60","South","MDI","General Trade","20%"
"5/5/2023","1","3","30","South","MDI","General Trade","20%"
"5/5/2023","1","3","30","South","MDI","General Trade","20%"
"5/6/2023","1","3","15","South","MDI","General Trade","20%"
"5/7/2023","1","3","60","South","MDI","General Trade","20%"
"5/7/2023","1","3","120","South","KCI","General Trade","20%"
"5/7/2023","1","3","30","South","KCI","General Trade","20%"
"5/7/2023","1","3","120","South","KCI","General Trade","20%"
"5/7/2023","1","3","30","South","KCI","General Trade","20%"
"5/9/2023","1","3","90","South","KCI","General Trade","20%"
"5/11/2023","1","3","30","South","MDI","General Trade","20%"
"5/12/2023","1","3","40","South","MDI","General Trade","20%"
"5/12/2023","1","3","15","South","MDI","General Trade","20%"
"5/13/2023","1","3","25","East","DGP","General Trade","20%"
"5/13/2023","1","3","30","East","DGP","General Trade","20%"
"5/13/2023","1","3","31","East","DGP","General Trade","20%"
"5/14/2023","1","3","220","North","DLI","General Trade","20%"
"5/14/2023","1","3","220","North","DLI","General Trade","20%"
"5/17/2023","1","3","120","North","DLI","General Trade","20%"
"5/17/2023","1","3","45","North","DLI","General Trade","20%"
"5/20/2023","1","3","150","East","DGP","General Trade","20%"
"5/21/2023","1","3","20","East","DGP","General Trade","20%"
"5/22/2023","1","3","50","North","DLI","General Trade","20%"
"5/26/2023","1","3","6","East","DGP","General Trade","20%"
"5/31/2023","1","3","25","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","10","South","KCI","General Trade","20%"
"5/31/2023","1","3","5","North","LKW","General Trade","20%"
"5/31/2023","1","3","5","West","PNE","General Trade","20%"
"5/31/2023","1","3","25","East","DGP","General Trade","20%"
"5/31/2023","1","3","25","East","DGP","General Trade","20%"
"5/31/2023","1","3","5","South","HBI","General Trade","20%"
"5/31/2023","1","3","5","South","HBI","General Trade","20%"
"5/31/2023","1","3","5","North","JMU","General Trade","20%"
"5/31/2023","1","3","9","West","PNE","General Trade","20%"
"5/31/2023","1","3","10","West","PNE","General Trade","20%"
"5/31/2023","1","3","5","South","HBI","General Trade","20%"
"5/31/2023","1","3","5","South","HBI","General Trade","20%"
"5/31/2023","1","3","20","South","HBI","General Trade","20%"
"5/31/2023","1","3","20","South","HBI","General Trade","20%"
"5/31/2023","1","3","8","South","HBI","General Trade","20%"
"5/31/2023","1","3","25","East","DGP","General Trade","20%"
"5/31/2023","1","3","25","East","DGP","General Trade","20%"
"5/31/2023","1","3","10","East","DGP","General Trade","20%"
"5/31/2023","1","3","10","East","DGP","General Trade","20%"
"5/31/2023","1","3","2","East","DGP","General Trade","20%"
"5/31/2023","1","3","2","East","DGP","General Trade","20%"
"5/31/2023","1","3","12","East","DGP","General Trade","20%"
"5/31/2023","1","3","1","North","LKW","General Trade","20%"
"5/31/2023","1","3","5","East","DGP","General Trade","20%"
"5/31/2023","1","3","13","East","DGP","General Trade","20%"
"10/25/2022","1","3","15","South","KCI","General Trade","20%"
"10/28/2022","1","3","10","South","KCI","General Trade","20%"
"10/28/2022","1","3","10","South","KCI","General Trade","20%"
"10/28/2022","1","3","25","South","KCI","General Trade","20%"
"10/29/2022","1","3","7","North","DLI","General Trade","20%"
"10/29/2022","1","3","50","South","KCI","General Trade","20%"
"10/29/2022","1","3","8","South","KCI","General Trade","20%"
"10/29/2022","1","3","6","South","KCI","General Trade","20%"
"10/29/2022","1","3","10","South","KCI","General Trade","20%"
"10/29/2022","1","3","8","South","KCI","General Trade","20%"
"10/29/2022","1","3","8","South","KCI","General Trade","20%"
"10/29/2022","1","3","16","South","KCI","General Trade","20%"
"10/29/2022","1","3","16","South","KCI","General Trade","20%"
"10/30/2022","1","3","25","South","KCI","General Trade","20%"
"10/31/2022","1","3","16","South","KCI","General Trade","20%"
"10/31/2022","1","3","45","South","KCI","General Trade","20%"
"10/31/2022","1","3","1","South","KCI","General Trade","20%"
"10/31/2022","1","3","1","South","KCI","General Trade","20%"
"10/31/2022","1","3","15","South","KCI","General Trade","20%"
"10/31/2022","1","3","30","South","KCI","General Trade","20%"
"10/31/2022","1","3","3","South","KCI","General Trade","20%"
"10/31/2022","1","3","5","South","KCI","General Trade","20%"
"10/31/2022","1","3","5","South","KCI","General Trade","20%"
"10/31/2022","1","3","50","South","KCI","General Trade","20%"
"10/31/2022","1","3","48","South","KCI","General Trade","20%"
"10/31/2022","1","3","10","South","KCI","General Trade","20%"
"10/31/2022","1","3","30","South","KCI","General Trade","20%"
"10/31/2022","1","3","65","South","KCI","General Trade","20%"
"10/31/2022","1","3","15","South","KCI","General Trade","20%"
"10/31/2022","1","3","20","South","KCI","General Trade","20%"
"10/31/2022","1","3","15","South","KCI","General Trade","20%"
"10/31/2022","1","3","10","West","PNE","General Trade","20%"
"10/31/2022","1","3","10","South","KCI","General Trade","20%"
"10/31/2022","1","3","5","West","PNE","General Trade","20%"
"10/31/2022","1","3","20","South","KCI","General Trade","20%"
"10/31/2022","1","3","16","South","KCI","General Trade","20%"
"10/31/2022","1","3","16","South","KCI","General Trade","20%"
"10/31/2022","1","3","25","East","DGP","General Trade","20%"
"11/7/2022","1","3","8","South","KCI","General Trade","20%"
"11/9/2022","1","3","15","North","DLI","General Trade","20%"
"11/12/2022","1","3","9","East","PTA","General Trade","20%"
"11/14/2022","1","3","10","North","GZB","General Trade","20%"
"11/14/2022","1","3","1","West","PNE","General Trade","20%"
"11/15/2022","1","3","100","South","HBI","General Trade","20%"
"11/16/2022","1","3","1","West","PNE","Modern Trade","20%"
"11/16/2022","1","3","20","West","PNE","General Trade","20%"
"11/16/2022","1","3","10","West","PNE","General Trade","20%"
"11/17/2022","1","3","12","West","PNE","General Trade","20%"
"11/17/2022","1","3","12","West","PNE","General Trade","20%"
"11/17/2022","1","3","10","South","HBI","General Trade","20%"
"11/17/2022","1","3","10","South","HBI","General Trade","20%"
"11/17/2022","1","3","30","South","HBI","General Trade","20%"
"11/17/2022","1","3","20","South","KCI","General Trade","20%"
"11/17/2022","1","3","12","West","PNE","General Trade","20%"
"11/17/2022","1","3","12","West","PNE","General Trade","20%"
"11/18/2022","1","3","12","West","PNE","General Trade","20%"
"11/18/2022","1","3","12","West","PNE","General Trade","20%"
"11/18/2022","1","3","40","West","PNE","General Trade","20%"
"11/18/2022","1","3","70","South","HBI","General Trade","20%"
"11/18/2022","1","3","100","South","HBI","General Trade","20%"
"11/18/2022","1","3","12","West","PNE","General Trade","20%"
"11/18/2022","1","3","12","West","PNE","General Trade","20%"
"11/18/2022","1","3","5","South","KCI","General Trade","20%"
"11/18/2022","1","3","16","West","PNE","General Trade","20%"
"11/18/2022","1","3","1","West","PNE","General Trade","20%"
"11/19/2022","1","3","26","South","KCI","General Trade","20%"
"11/19/2022","1","3","50","South","KCI","General Trade","20%"
"11/19/2022","1","3","65","South","HBI","General Trade","20%"
"11/19/2022","1","3","20","South","HBI","General Trade","20%"
"11/19/2022","1","3","90","South","KCI","General Trade","20%"
"11/19/2022","1","3","100","South","KCI","General Trade","20%"
"11/19/2022","1","3","12","West","PNE","General Trade","20%"
"11/19/2022","1","3","12","West","PNE","General Trade","20%"
"11/19/2022","1","3","12","West","PNE","General Trade","20%"
"11/19/2022","1","3","12","West","PNE","General Trade","20%"
"11/20/2022","1","3","50","West","PNE","General Trade","20%"
"11/20/2022","1","3","14","West","PNE","General Trade","20%"
"11/20/2022","1","3","13","West","PNE","General Trade","20%"
"11/20/2022","1","3","50","West","PNE","General Trade","20%"
"11/20/2022","1","3","6","West","PNE","General Trade","20%"
"11/20/2022","1","3","20","West","PNE","General Trade","20%"
"11/20/2022","1","3","6","West","PNE","General Trade","20%"
"11/20/2022","1","3","50","West","PNE","General Trade","20%"
"11/20/2022","1","3","1","West","PNE","General Trade","20%"
