"Invoice Date","Capacity Rating","Energy Rating","Invoice Quantity","Sales Zone","Sales Location","Sales Channel","Sales Margin"
"11/20/2022","1","3","12","West","PNE","General Trade","20%"
"11/20/2022","1","3","40","West","PNE","General Trade","20%"
"11/20/2022","1","3","2","West","PNE","General Trade","20%"
"11/20/2022","1","3","4","West","PNE","General Trade","20%"
"11/21/2022","1","3","12","West","PNE","General Trade","20%"
"11/21/2022","1","3","50","West","PNE","General Trade","20%"
"11/21/2022","1","3","37","West","PNE","General Trade","20%"
"11/21/2022","1","3","23","West","PNE","General Trade","20%"
"11/21/2022","1","3","50","West","PNE","General Trade","20%"
"11/21/2022","1","3","50","West","PNE","General Trade","20%"
"11/21/2022","1","3","15","South","KCI","General Trade","20%"
"11/21/2022","1","3","10","South","HBI","General Trade","20%"
"11/21/2022","1","3","5","South","HBI","General Trade","20%"
"11/22/2022","1","3","13","West","PNE","General Trade","20%"
"11/23/2022","1","3","20","South","KCI","General Trade","20%"
"11/23/2022","1","3","10","South","KCI","General Trade","20%"
"11/23/2022","1","3","2","South","HBI","General Trade","20%"
"11/23/2022","1","3","3","South","KCI","General Trade","20%"
"11/23/2022","1","3","15","South","KCI","General Trade","20%"
"11/24/2022","1","3","1","East","DGP","General Trade","20%"
"11/24/2022","1","3","10","West","PNE","General Trade","20%"
"11/24/2022","1","3","41","South","KCI","General Trade","20%"
"11/24/2022","1","3","25","West","PNE","General Trade","20%"
"11/24/2022","1","3","10","South","KCI","General Trade","20%"
"11/24/2022","1","3","30","West","PNE","General Trade","20%"
"11/24/2022","1","3","2","West","PNE","General Trade","20%"
"11/25/2022","1","3","10","South","KCI","General Trade","20%"
"11/25/2022","1","3","1","South","KCI","General Trade","20%"
"11/25/2022","1","3","20","East","DGP","General Trade","20%"
"11/26/2022","1","3","10","North","DLI","General Trade","20%"
"11/26/2022","1","3","10","South","KCI","General Trade","20%"
"11/26/2022","1","3","20","South","HBI","General Trade","20%"
"11/26/2022","1","3","8","South","HBI","General Trade","20%"
"11/26/2022","1","3","4","South","HBI","General Trade","20%"
"11/26/2022","1","3","10","South","HBI","General Trade","20%"
"11/26/2022","1","3","4","South","HBI","General Trade","20%"
"11/26/2022","1","3","2","South","HBI","General Trade","20%"
"11/26/2022","1","3","150","South","HBI","General Trade","20%"
"11/26/2022","1","3","30","South","KCI","General Trade","20%"
"11/26/2022","1","3","1","South","KCI","General Trade","20%"
"11/26/2022","1","3","1","South","KCI","General Trade","20%"
"11/26/2022","1","3","1","South","KCI","General Trade","20%"
"11/26/2022","1","3","1","South","KCI","General Trade","20%"
"11/26/2022","1","3","1","South","KCI","General Trade","20%"
"11/26/2022","1","3","20","North","DLI","General Trade","20%"
"11/26/2022","1","3","30","North","DLI","General Trade","20%"
"11/26/2022","1","3","15","West","PNE","General Trade","20%"
"11/26/2022","1","3","20","West","PNE","General Trade","20%"
"11/27/2022","1","3","3","South","MDI","General Trade","20%"
"11/27/2022","1","3","3","South","MDI","General Trade","20%"
"11/28/2022","1","3","12","South","HBI","General Trade","20%"
"11/28/2022","1","3","6","South","HBI","General Trade","20%"
"11/28/2022","1","3","15","South","KCI","General Trade","20%"
"11/29/2022","1","3","15","East","DGP","General Trade","20%"
"11/29/2022","1","3","2","South","KCI","General Trade","20%"
"11/29/2022","1","3","2","South","KCI","General Trade","20%"
"11/29/2022","1","3","15","South","KCI","General Trade","20%"
"11/29/2022","1","3","15","South","KCI","General Trade","20%"
"11/29/2022","1","3","61","West","PNE","General Trade","20%"
"11/29/2022","1","3","5","North","DLI","General Trade","20%"
"11/29/2022","1","3","19","North","DLI","General Trade","20%"
"11/29/2022","1","3","6","South","MDI","General Trade","20%"
"11/29/2022","1","3","5","South","MDI","General Trade","20%"
"11/29/2022","1","3","8","South","KCI","General Trade","20%"
"11/29/2022","1","3","25","South","KCI","General Trade","20%"
"11/29/2022","1","3","1","South","KCI","General Trade","20%"
"11/29/2022","1","3","1","South","KCI","General Trade","20%"
"11/29/2022","1","3","1","South","KCI","General Trade","20%"
"11/29/2022","1","3","8","South","KCI","General Trade","20%"
"11/29/2022","1","3","5","South","KCI","General Trade","20%"
"11/29/2022","1","3","7","South","KCI","Modern Trade","20%"
"11/29/2022","1","3","5","East","DGP","General Trade","20%"
"11/29/2022","1","3","25","South","KCI","General Trade","20%"
"11/29/2022","1","3","8","South","KCI","General Trade","20%"
"11/29/2022","1","3","50","South","KCI","General Trade","20%"
"11/29/2022","1","3","50","South","KCI","General Trade","20%"
"11/29/2022","1","3","25","East","DGP","General Trade","20%"
"11/29/2022","1","3","10","East","DGP","General Trade","20%"
"11/29/2022","1","3","30","West","PNE","General Trade","20%"
"11/29/2022","1","3","10","East","DGP","General Trade","20%"
"11/30/2022","1","3","10","East","DGP","General Trade","20%"
"11/30/2022","1","3","18","West","PNE","General Trade","20%"
"11/30/2022","1","3","2","South","KCI","General Trade","20%"
"11/30/2022","1","3","7","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","5","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","35","South","KCI","General Trade","20%"
"11/30/2022","1","3","30","South","KCI","General Trade","20%"
"11/30/2022","1","3","1","South","KCI","General Trade","20%"
"11/30/2022","1","3","3","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","4","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","7","South","MDI","General Trade","20%"
"11/30/2022","1","3","10","South","MDI","General Trade","20%"
"11/30/2022","1","3","10","South","HBI","General Trade","20%"
"11/30/2022","1","3","3","South","HBI","General Trade","20%"
"11/30/2022","1","3","9","South","HBI","General Trade","20%"
"11/30/2022","1","3","10","South","HBI","General Trade","20%"
"11/30/2022","1","3","20","South","HBI","General Trade","20%"
"11/30/2022","1","3","10","South","HBI","General Trade","20%"
"11/30/2022","1","3","1","South","HBI","General Trade","20%"
"11/30/2022","1","3","24","South","KCI","General Trade","20%"
"11/30/2022","1","3","3","South","KCI","General Trade","20%"
"11/30/2022","1","3","2","South","HBI","General Trade","20%"
"11/30/2022","1","3","2","South","HBI","General Trade","20%"
"11/30/2022","1","3","2","South","HBI","General Trade","20%"
"11/30/2022","1","3","1","South","HBI","General Trade","20%"
"11/30/2022","1","3","10","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","66","South","HBI","General Trade","20%"
"11/30/2022","1","3","54","South","HBI","General Trade","20%"
"11/30/2022","1","3","25","South","HBI","General Trade","20%"
"11/30/2022","1","3","1","West","PNE","General Trade","20%"
"11/30/2022","1","3","25","South","HBI","General Trade","20%"
"11/30/2022","1","3","20","South","HBI","General Trade","20%"
"11/30/2022","1","3","52","West","PNE","General Trade","20%"
"11/30/2022","1","3","5","East","DGP","General Trade","20%"
"11/30/2022","1","3","5","South","KCI","General Trade","20%"
"11/30/2022","1","3","5","South","KCI","General Trade","20%"
"11/30/2022","1","3","8","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","25","South","KCI","General Trade","20%"
"11/30/2022","1","3","25","South","KCI","General Trade","20%"
"11/30/2022","1","3","25","South","KCI","General Trade","20%"
"11/30/2022","1","3","10","South","KCI","General Trade","20%"
"11/30/2022","1","3","1","South","KCI","General Trade","20%"
"11/30/2022","1","3","30","South","KCI","General Trade","20%"
"11/30/2022","1","3","20","South","KCI","General Trade","20%"
"11/30/2022","1","3","21","South","KCI","General Trade","20%"
"11/30/2022","1","3","34","South","KCI","General Trade","20%"
"11/30/2022","1","3","44","South","KCI","General Trade","20%"
"11/30/2022","1","3","10","North","LKW","General Trade","20%"
"11/30/2022","1","3","10","North","LKW","General Trade","20%"
"11/30/2022","1","3","100","West","PNE","General Trade","20%"
"11/30/2022","1","3","5","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","1","South","MDI","General Trade","20%"
"11/30/2022","1","3","1","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","5","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","25","South","HBI","General Trade","20%"
"11/30/2022","1","3","20","South","HBI","General Trade","20%"
"11/30/2022","1","3","20","South","HBI","General Trade","20%"
"11/30/2022","1","3","15","South","HBI","General Trade","20%"
"11/30/2022","1","3","40","South","KCI","General Trade","20%"
"11/30/2022","1","3","22","South","KCI","General Trade","20%"
"11/30/2022","1","3","5","West","PNE","General Trade","20%"
"11/30/2022","1","3","21","West","PNE","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","5","South","MDI","General Trade","20%"
"11/30/2022","1","3","34","West","PNE","General Trade","20%"
"11/30/2022","1","3","6","South","KCI","General Trade","20%"
"11/30/2022","1","3","10","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","55","West","PNE","General Trade","20%"
"11/30/2022","1","3","22","West","PNE","General Trade","20%"
"11/30/2022","1","3","6","South","KCI","General Trade","20%"
"11/30/2022","1","3","4","South","KCI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","1","South","MDI","General Trade","20%"
"11/30/2022","1","3","5","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","5","South","KCI","General Trade","20%"
"11/30/2022","1","3","10","South","KCI","Modern Trade","20%"
"11/30/2022","1","3","2","South","MDI","General Trade","20%"
"11/30/2022","1","3","1","South","MDI","General Trade","20%"
"11/30/2022","1","3","4","South","MDI","General Trade","20%"
"11/30/2022","1","3","3","South","MDI","General Trade","20%"
"11/30/2022","1","3","5","West","PNE","General Trade","20%"
"11/30/2022","1","3","30","South","HBI","General Trade","20%"
"11/30/2022","1","3","30","South","HBI","General Trade","20%"
"11/30/2022","1","3","20","North","JMU","General Trade","20%"
"11/30/2022","1","3","10","North","JMU","General Trade","20%"
"11/30/2022","1","3","10","South","HBI","General Trade","20%"
"12/23/2022","1","3","27","East","DGP","General Trade","20%"
"12/23/2022","1","3","27","East","DGP","General Trade","20%"
"12/23/2022","1","3","10","East","DGP","General Trade","20%"
"12/23/2022","1","3","10","East","DGP","General Trade","20%"
"12/23/2022","1","3","10","East","DGP","General Trade","20%"
"12/23/2022","1","3","10","East","DGP","General Trade","20%"
"12/23/2022","1","3","5","East","DGP","General Trade","20%"
"12/24/2022","1","3","15","East","DGP","General Trade","20%"
"12/24/2022","1","3","10","East","DGP","General Trade","20%"
"12/24/2022","1","3","6","East","DGP","General Trade","20%"
"12/27/2022","1","3","7","East","DGP","General Trade","20%"
"12/27/2022","1","3","10","East","DGP","General Trade","20%"
"12/27/2022","1","3","5","East","DGP","General Trade","20%"
"12/29/2022","1","3","21","East","DGP","General Trade","20%"
"12/29/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","10","East","DGP","General Trade","20%"
"12/30/2022","1","3","5","East","DGP","General Trade","20%"
"12/31/2022","1","3","10","East","DGP","General Trade","20%"
"12/5/2022","1","3","60","West","PNE","General Trade","20%"
"12/5/2022","1","3","60","West","PNE","General Trade","20%"
"12/5/2022","1","3","50","West","PNE","General Trade","20%"
"12/6/2022","1","3","36","West","PNE","General Trade","20%"
"12/6/2022","1","3","44","West","PNE","General Trade","20%"
"12/9/2022","1","3","27","West","PNE","General Trade","20%"
"12/9/2022","1","3","43","West","PNE","General Trade","20%"
"12/9/2022","1","3","60","West","PNE","General Trade","20%"
"12/9/2022","1","3","60","West","PNE","General Trade","20%"
"12/10/2022","1","3","50","West","PNE","General Trade","20%"
"12/10/2022","1","3","50","West","PNE","General Trade","20%"
"12/10/2022","1","3","3","West","PNE","General Trade","20%"
"12/12/2022","1","3","40","West","PNE","General Trade","20%"
"12/12/2022","1","3","53","West","PNE","General Trade","20%"
"12/24/2022","1","3","5","West","PNE","General Trade","20%"
"12/24/2022","1","3","20","West","PNE","General Trade","20%"
"12/24/2022","1","3","15","West","PNE","General Trade","20%"
"12/24/2022","1","3","30","West","PNE","General Trade","20%"
"12/24/2022","1","3","45","West","PNE","General Trade","20%"
"12/5/2022","1","3","40","West","PNE","General Trade","20%"
"12/9/2022","1","3","10","West","PNE","General Trade","20%"
"12/9/2022","1","3","10","West","PNE","General Trade","20%"
"12/9/2022","1","3","5","West","PNE","General Trade","20%"
"12/9/2022","1","3","30","West","PNE","General Trade","20%"
"12/9/2022","1","3","15","West","PNE","General Trade","20%"
"12/9/2022","1","3","10","West","PNE","General Trade","20%"
"12/10/2022","1","3","4","West","PNE","General Trade","20%"
"12/10/2022","1","3","10","West","PNE","General Trade","20%"
"12/10/2022","1","3","1","West","PNE","General Trade","20%"
"12/21/2022","1","3","2","West","PNE","General Trade","20%"
"12/23/2022","1","3","4","West","PNE","General Trade","20%"
"12/24/2022","1","3","20","West","PNE","General Trade","20%"
"12/24/2022","1","3","20","West","PNE","General Trade","20%"
"12/24/2022","1","3","20","West","PNE","General Trade","20%"
"12/24/2022","1","3","2","West","PNE","General Trade","20%"
"12/24/2022","1","3","20","West","PNE","General Trade","20%"
"12/24/2022","1","3","18","West","PNE","General Trade","20%"
"12/24/2022","1","3","5","West","PNE","General Trade","20%"
"12/24/2022","1","3","3","West","PNE","General Trade","20%"
"12/20/2022","1","3","10","North","JMU","General Trade","20%"
"12/21/2022","1","3","7","North","JMU","General Trade","20%"
"12/27/2022","1","3","15","North","JMU","General Trade","20%"
"12/27/2022","1","3","5","North","JMU","General Trade","20%"
"12/31/2022","1","3","10","North","JMU","General Trade","20%"
"12/31/2022","1","3","1","North","JMU","General Trade","20%"
"12/31/2022","1","3","15","North","JMU","General Trade","20%"
"12/20/2022","1","3","5","North","DLI","General Trade","20%"
"12/20/2022","1","3","20","North","DLI","General Trade","20%"
"12/20/2022","1","3","20","North","DLI","General Trade","20%"
"12/20/2022","1","3","20","North","DLI","General Trade","20%"
"12/20/2022","1","3","20","North","DLI","General Trade","20%"
"12/20/2022","1","3","15","North","JPR","Modern Trade","20%"
"12/13/2022","1","3","5","North","GRN","General Trade","20%"
"12/14/2022","1","3","30","North","GRN","General Trade","20%"
"12/14/2022","1","3","30","North","GRN","General Trade","20%"
"12/14/2022","1","3","15","North","GRN","General Trade","20%"
"12/15/2022","1","3","10","North","GRN","General Trade","20%"
"12/15/2022","1","3","2","North","GRN","General Trade","20%"
"12/21/2022","1","3","2","North","GRN","General Trade","20%"
"12/23/2022","1","3","5","North","GRN","General Trade","20%"
